sale_id,customer_id,sale_date,subtotal,gst_amount,total_amount,payment_method,payment_status,amount_paid,amount_due,region,city
37643,33560,2025-04-11T20:33:00,446.87,22.34,469.21,cash,paid,469.21,0.0,North,Delhi
37644,89462,2025-07-22T08:24:00,1447.9,120.49,1568.39,upi,paid,1568.39,0.0,North,Gurgaon
37645,93865,2025-03-23T13:48:00,1697.63,135.37,1833.0,credit,partial,682.59,1150.41,North,Noida
37646,72655,2024-04-26T19:54:00,1121.58,56.08,1177.66,cash,paid,1177.66,0.0,West,Goa
37647,23802,2025-10-14T08:39:00,214.94,38.69,253.63,credit,paid,253.63,0.0,North,Delhi
37648,53110,2024-01-26T11:17:00,936.01,46.8,982.81,cash,paid,982.81,0.0,West,Ahmedabad
37649,17023,2024-02-22T12:43:00,1329.07,66.45,1395.52,cash,paid,1395.52,0.0,South,Kochi
37650,70560,2024-12-08T14:53:00,578.06,28.9,606.96,credit,paid,606.96,0.0,North,Noida
37651,59578,2024-01-31T11:02:00,980.2,135.83,1116.03,cash,paid,1116.03,0.0,South,Kochi
37652,27929,2025-11-18T11:24:00,1114.61,98.02,1212.63,credit,partial,575.81,636.82,West,Mumbai
37653,40881,2024-04-26T15:07:00,1832.04,168.3,2000.34,cash,paid,2000.34,0.0,South,Coimbatore
37654,20879,2025-10-26T14:26:00,586.25,71.8,658.05,credit,paid,658.05,0.0,North,Delhi
37655,49207,2025-04-19T20:25:00,971.4,48.57,1019.97,cash,paid,1019.97,0.0,South,Kochi
37656,28069,2025-06-07T22:08:00,271.94,48.95,320.89,credit,partial,163.3,157.59,South,Mysore
37657,16250,2024-03-11T11:39:00,1110.33,88.29,1198.62,credit,paid,1198.62,0.0,West,Goa
37658,68639,2025-08-21T20:15:00,829.8,41.49,871.29,credit,partial,439.42,431.87,South,Hyderabad
37659,94117,2025-04-01T18:31:00,2121.5,252.28,2373.78,cash,paid,2373.78,0.0,West,Surat
37660,80235,2025-12-14T19:55:00,1651.11,82.56,1733.67,cash,paid,1733.67,0.0,North,Amritsar
37661,78,2025-08-22T09:59:00,822.12,41.11,863.23,credit,partial,390.27,472.96,East,Bhubaneswar
37662,46826,2025-05-20T17:20:00,853.41,122.28,975.69,cash,paid,975.69,0.0,North,Jaipur
37663,12312,2024-06-06T19:44:00,1251.04,62.55,1313.59,credit,paid,1313.59,0.0,North,Noida
37664,12843,2025-10-29T10:37:00,1797.26,89.86,1887.12,credit,partial,1090.61,796.51,North,Gurgaon
37665,65883,2025-02-04T20:52:00,2074.29,177.49,2251.78,credit,paid,2251.78,0.0,East,Kolkata
37666,74649,2025-03-11T13:36:00,1095.0,54.75,1149.75,credit,partial,539.57,610.18,West,Ahmedabad
37667,52685,2024-11-17T10:09:00,2091.44,104.57,2196.01,credit,partial,904.71,1291.3,South,Kochi
37668,35796,2024-09-20T16:52:00,991.53,49.58,1041.11,credit,partial,557.46,483.65,North,Amritsar
37669,19970,2024-07-07T12:15:00,185.43,9.27,194.7,upi,paid,194.7,0.0,West,Surat
37670,56884,2024-03-23T18:45:00,1488.04,74.4,1562.44,cash,paid,1562.44,0.0,North,Delhi
37671,20815,2025-03-16T19:05:00,120.81,6.04,126.85,cash,paid,126.85,0.0,South,Bangalore
37672,39175,2024-05-30T17:54:00,2950.81,147.54,3098.35,upi,paid,3098.35,0.0,East,Guwahati
37673,88159,2024-06-26T20:18:00,914.08,45.7,959.78,cash,paid,959.78,0.0,South,Bangalore
37674,76868,2025-12-14T15:28:00,2340.65,117.03,2457.68,cash,paid,2457.68,0.0,South,Bangalore
37675,48990,2025-03-02T11:45:00,1359.14,147.04,1506.18,credit,paid,1506.18,0.0,West,Goa
37676,60738,2024-12-30T14:54:00,91.41,4.57,95.98,credit,partial,55.3,40.68,West,Ahmedabad
37677,48306,2025-03-23T18:45:00,526.28,47.56,573.84,cash,paid,573.84,0.0,North,Delhi
37678,91435,2025-10-07T11:55:00,943.77,47.19,990.96,cash,paid,990.96,0.0,East,Kolkata
37679,71514,2024-04-10T19:45:00,2159.37,174.03,2333.4,credit,paid,2333.4,0.0,South,Mysore
37680,5388,2025-05-22T20:42:00,540.48,27.02,567.5,credit,partial,344.15,223.35,North,Noida
37681,56117,2025-02-16T09:50:00,544.03,27.2,571.23,credit,paid,571.23,0.0,West,Pune
37682,62831,2025-02-14T14:46:00,2154.82,107.74,2262.56,upi,paid,2262.56,0.0,South,Mysore
37683,92420,2024-10-29T20:04:00,949.93,47.5,997.43,upi,paid,997.43,0.0,North,Gurgaon
37684,52209,2024-11-18T08:58:00,1605.24,211.98,1817.22,credit,paid,1817.22,0.0,West,Pune
37685,3984,2024-12-21T13:57:00,354.74,17.74,372.48,credit,paid,372.48,0.0,South,Kochi
37686,91068,2025-04-03T10:49:00,2461.29,154.98,2616.27,upi,paid,2616.27,0.0,West,Surat
37687,31540,2024-10-23T12:38:00,1971.18,98.56,2069.74,cash,paid,2069.74,0.0,South,Bangalore
37688,53016,2025-03-14T16:46:00,1703.43,85.17,1788.6,credit,paid,1788.6,0.0,West,Goa
37689,47005,2025-06-25T19:24:00,225.63,11.28,236.91,cash,paid,236.91,0.0,North,Jaipur
37690,7788,2025-10-07T19:58:00,658.77,32.94,691.71,credit,paid,691.71,0.0,West,Ahmedabad
37691,71385,2024-04-07T14:28:00,2022.3,101.12,2123.41,credit,partial,651.59,1471.82,South,Chennai
37692,79580,2024-04-05T16:37:00,197.72,9.89,207.61,cash,paid,207.61,0.0,North,Lucknow
37693,9920,2025-08-25T13:00:00,672.8,33.64,706.44,credit,partial,275.44,431.0,North,Lucknow
37694,61922,2025-08-05T10:40:00,258.62,46.55,305.17,cash,paid,305.17,0.0,South,Kochi
37695,65732,2025-03-08T18:12:00,538.85,72.2,611.05,upi,paid,611.05,0.0,West,Ahmedabad
37696,28654,2024-11-11T09:58:00,1315.98,65.8,1381.78,upi,paid,1381.78,0.0,South,Kochi
37697,94754,2024-11-27T12:13:00,968.94,48.45,1017.39,cash,paid,1017.39,0.0,North,Chandigarh
37698,57794,2025-10-27T18:28:00,928.65,46.43,975.08,upi,paid,975.08,0.0,West,Pune
37699,46641,2025-11-19T18:50:00,1498.26,107.35,1605.61,upi,paid,1605.61,0.0,East,Bhubaneswar
37700,86851,2025-05-24T19:15:00,1336.56,66.83,1403.39,upi,paid,1403.39,0.0,North,Gurgaon
37701,38463,2024-06-07T13:51:00,602.42,108.44,710.86,credit,paid,710.86,0.0,South,Bangalore
37702,15534,2024-11-07T15:19:00,1973.22,135.33,2108.55,credit,paid,2108.55,0.0,East,Kolkata
37703,50676,2024-01-30T16:11:00,2649.2,132.46,2781.66,credit,paid,2781.66,0.0,West,Ahmedabad
37704,62167,2024-04-19T10:29:00,345.35,62.16,407.51,cash,paid,407.51,0.0,North,Amritsar
37705,57491,2024-09-21T08:17:00,766.81,61.38,828.19,cash,paid,828.19,0.0,West,Goa
37706,90297,2025-04-21T13:52:00,482.29,24.11,506.4,credit,partial,170.56,335.84,West,Goa
37707,69674,2024-01-09T19:13:00,1697.19,104.48,1801.67,credit,partial,1001.02,800.65,North,Jaipur
37708,81401,2025-01-24T14:16:00,988.53,49.43,1037.96,card,paid,1037.96,0.0,West,Pune
37709,141,2025-03-05T18:57:00,1103.36,112.01,1215.37,credit,paid,1215.37,0.0,West,Ahmedabad
37710,34433,2025-03-29T11:03:00,1727.45,161.46,1888.91,credit,paid,1888.91,0.0,East,Bhubaneswar
37711,48353,2024-02-14T20:27:00,246.44,44.36,290.8,cash,paid,290.8,0.0,North,Chandigarh
37712,46353,2024-07-06T11:33:00,669.36,33.47,702.83,cash,paid,702.83,0.0,North,Noida
37713,90308,2025-06-27T11:11:00,1391.97,69.6,1461.57,credit,paid,1461.57,0.0,East,Guwahati
37714,50963,2024-10-13T18:24:00,1843.67,92.18,1935.85,cash,paid,1935.85,0.0,South,Hyderabad
37715,75381,2024-12-16T12:31:00,931.14,99.55,1030.69,credit,partial,320.74,709.95,West,Mumbai
37716,96441,2024-03-28T16:49:00,663.63,33.18,696.81,credit,partial,328.59,368.22,South,Mysore
37717,35724,2024-01-25T13:39:00,1163.69,153.36,1317.05,card,paid,1317.05,0.0,North,Gurgaon
37718,53013,2024-04-09T11:47:00,2080.52,202.31,2282.83,credit,partial,715.07,1567.76,West,Ahmedabad
37719,49789,2025-10-02T20:23:00,385.36,19.27,404.63,cash,paid,404.63,0.0,East,Guwahati
37720,4957,2025-12-07T16:47:00,809.4,40.47,849.87,cash,paid,849.87,0.0,North,Jaipur
37721,64323,2025-07-21T18:22:00,1141.65,150.39,1292.04,credit,paid,1292.04,0.0,North,Amritsar
37722,34225,2024-04-27T11:46:00,443.86,52.98,496.84,upi,paid,496.84,0.0,North,Lucknow
37723,11338,2024-11-05T19:21:00,1048.87,86.14,1135.01,credit,partial,382.88,752.13,West,Ahmedabad
37724,3478,2024-12-06T15:14:00,775.04,38.75,813.79,credit,partial,281.05,532.74,North,Delhi
37725,23106,2025-02-04T18:07:00,85.18,4.26,89.44,credit,partial,61.08,28.36,East,Kolkata
37726,44533,2024-09-30T16:07:00,1282.36,64.12,1346.48,cash,paid,1346.48,0.0,South,Kochi
37727,79691,2025-11-16T10:30:00,2800.47,140.02,2940.49,card,paid,2940.49,0.0,West,Pune
37728,96345,2024-07-04T20:21:00,2339.34,116.97,2456.31,credit,partial,1022.0,1434.31,South,Coimbatore
37729,74643,2024-10-24T12:15:00,363.69,65.46,429.15,credit,partial,249.12,180.03,West,Mumbai
37730,9071,2024-10-11T19:26:00,959.61,108.68,1068.29,cash,paid,1068.29,0.0,West,Ahmedabad
37731,69578,2025-10-03T09:42:00,2979.55,180.14,3159.69,credit,paid,3159.69,0.0,North,Gurgaon
37732,9889,2025-02-14T11:52:00,544.24,27.21,571.45,credit,paid,571.45,0.0,West,Mumbai
37733,54644,2025-08-09T15:00:00,756.35,85.91,842.26,cash,paid,842.26,0.0,North,Amritsar
37734,13182,2024-11-03T10:16:00,2532.9,126.64,2659.55,credit,paid,2659.55,0.0,West,Ahmedabad
37735,64669,2024-04-28T19:26:00,1356.47,101.53,1458.0,credit,partial,514.47,943.53,North,Lucknow
37736,28260,2025-10-31T20:47:00,1357.19,67.86,1425.05,cash,paid,1425.05,0.0,South,Bangalore
37737,81669,2024-11-03T19:39:00,1229.64,125.53,1355.17,credit,paid,1355.17,0.0,East,Kolkata
37738,91900,2025-09-09T19:06:00,239.38,11.97,251.35,upi,paid,251.35,0.0,South,Coimbatore
37739,47129,2025-07-09T10:52:00,308.0,38.55,346.55,credit,partial,115.63,230.92,East,Guwahati
37740,65139,2025-10-28T11:29:00,1343.48,147.72,1491.2,cash,paid,1491.2,0.0,South,Chennai
37741,87700,2025-03-04T20:19:00,132.47,6.62,139.09,upi,paid,139.09,0.0,West,Pune
37742,82587,2024-01-10T14:19:00,2232.76,111.64,2344.4,upi,paid,2344.4,0.0,North,Lucknow
37743,28847,2024-06-12T11:36:00,143.66,7.18,150.84,upi,paid,150.84,0.0,South,Coimbatore
37744,78907,2025-06-21T16:44:00,1374.98,150.18,1525.16,cash,paid,1525.16,0.0,North,Lucknow
37745,10218,2024-07-18T15:00:00,442.56,22.13,464.69,credit,paid,464.69,0.0,West,Ahmedabad
37746,39169,2024-10-25T21:16:00,2316.93,115.85,2432.78,upi,paid,2432.78,0.0,South,Mysore
37747,42315,2025-02-14T13:18:00,804.52,40.23,844.75,credit,paid,844.75,0.0,North,Chandigarh
37748,62557,2025-01-08T11:43:00,1357.14,67.86,1425.0,credit,paid,1425.0,0.0,North,Noida
37749,56842,2025-01-14T10:45:00,301.37,15.07,316.44,credit,paid,316.44,0.0,South,Mysore
37750,19656,2024-03-28T18:51:00,3293.28,164.66,3457.94,credit,paid,3457.94,0.0,North,Jaipur
37751,53834,2024-08-07T14:31:00,2336.11,116.81,2452.92,credit,paid,2452.92,0.0,North,Chandigarh
37752,47897,2025-12-12T15:56:00,2278.31,113.92,2392.23,credit,partial,1422.56,969.67,East,Guwahati
37753,563,2024-12-07T17:25:00,1664.53,242.74,1907.27,credit,paid,1907.27,0.0,North,Delhi
37754,98689,2024-03-09T13:21:00,2672.06,133.6,2805.66,card,paid,2805.66,0.0,West,Mumbai
37755,8990,2025-10-20T20:39:00,664.94,33.25,698.19,upi,paid,698.19,0.0,West,Pune
37756,31845,2024-01-25T16:44:00,1265.6,79.55,1345.15,credit,paid,1345.15,0.0,South,Mysore
37757,48427,2025-01-31T09:15:00,2066.6,206.18,2272.78,cash,paid,2272.78,0.0,West,Ahmedabad
37758,19630,2024-02-25T19:58:00,941.38,47.07,988.45,cash,paid,988.45,0.0,South,Coimbatore
37759,37368,2024-12-07T18:34:00,2614.1,130.71,2744.81,upi,paid,2744.81,0.0,East,Bhubaneswar
37760,21476,2025-07-12T10:22:00,631.63,63.41,695.04,credit,partial,241.44,453.6,West,Mumbai
37761,45601,2024-09-05T15:24:00,1327.9,101.36,1429.26,upi,paid,1429.26,0.0,South,Mysore
37762,18532,2024-01-20T13:58:00,1710.42,85.52,1795.94,credit,partial,867.03,928.91,North,Noida
37763,42402,2025-02-28T17:41:00,1287.24,64.36,1351.6,cash,paid,1351.6,0.0,West,Mumbai
37764,67569,2024-08-08T14:34:00,2277.96,113.9,2391.86,cash,paid,2391.86,0.0,North,Delhi
37765,50786,2025-11-02T19:26:00,1239.97,113.46,1353.43,card,paid,1353.43,0.0,South,Coimbatore
37766,4136,2025-04-15T08:04:00,1352.08,67.6,1419.68,credit,paid,1419.68,0.0,South,Chennai
37767,93273,2024-05-18T13:52:00,1285.59,64.28,1349.87,cash,paid,1349.87,0.0,West,Pune
37768,83003,2024-11-25T16:21:00,246.96,12.35,259.31,upi,paid,259.31,0.0,East,Bhubaneswar
37769,44118,2024-03-31T19:37:00,361.28,18.06,379.34,cash,paid,379.34,0.0,North,Jaipur
37770,18734,2024-12-16T17:19:00,972.28,48.61,1020.89,cash,paid,1020.89,0.0,South,Mysore
37771,17544,2025-03-14T11:22:00,1237.46,61.87,1299.33,cash,paid,1299.33,0.0,West,Mumbai
37772,66916,2025-10-08T22:10:00,3005.58,150.28,3155.86,credit,partial,1411.56,1744.3,West,Mumbai
37773,63816,2025-10-23T20:35:00,754.74,37.74,792.48,cash,paid,792.48,0.0,North,Amritsar
37774,89794,2025-10-30T18:52:00,1204.95,117.58,1322.53,credit,paid,1322.53,0.0,South,Mysore
37775,57880,2025-05-24T09:20:00,971.85,48.59,1020.44,cash,paid,1020.44,0.0,North,Chandigarh
37776,31997,2025-07-04T19:14:00,918.6,165.35,1083.95,credit,paid,1083.95,0.0,South,Bangalore
37777,42149,2025-02-09T19:53:00,440.58,22.03,462.61,credit,partial,152.53,310.08,North,Noida
37778,58356,2025-10-13T18:53:00,712.71,35.64,748.35,credit,partial,362.02,386.33,West,Mumbai
37779,51375,2024-08-04T09:13:00,2806.11,140.31,2946.42,upi,paid,2946.42,0.0,North,Jaipur
37780,18324,2025-01-10T18:04:00,872.94,43.65,916.59,credit,partial,475.03,441.56,South,Mysore
37781,13661,2024-05-05T12:34:00,227.34,11.37,238.71,upi,paid,238.71,0.0,North,Lucknow
37782,96813,2024-10-11T18:36:00,919.37,119.1,1038.47,cash,paid,1038.47,0.0,East,Kolkata
37783,50968,2025-09-27T16:08:00,1503.75,75.19,1578.94,cash,paid,1578.94,0.0,North,Chandigarh
37784,34813,2024-02-04T10:39:00,1850.5,92.53,1943.03,cash,paid,1943.03,0.0,West,Goa
37785,76598,2024-07-05T18:12:00,977.24,48.86,1026.1,credit,partial,645.45,380.65,East,Bhubaneswar
37786,76861,2025-06-01T11:36:00,728.55,89.61,818.16,credit,paid,818.16,0.0,South,Bangalore
37787,96524,2024-06-03T18:11:00,601.66,30.08,631.74,credit,paid,631.74,0.0,South,Coimbatore
37788,57910,2025-01-04T14:31:00,1982.7,350.22,2332.92,cash,paid,2332.92,0.0,East,Kolkata
37789,8694,2024-10-06T10:25:00,1053.39,52.67,1106.06,cash,paid,1106.06,0.0,West,Mumbai
37790,7553,2024-07-19T11:11:00,364.41,18.22,382.63,credit,partial,115.18,267.45,West,Ahmedabad
37791,38665,2024-07-02T09:36:00,969.37,48.47,1017.84,credit,paid,1017.84,0.0,North,Lucknow
37792,93162,2024-04-06T08:32:00,407.38,20.37,427.75,cash,paid,427.75,0.0,North,Chandigarh
37793,17912,2024-01-13T19:56:00,2082.06,191.34,2273.4,cash,paid,2273.4,0.0,North,Lucknow
37794,80314,2024-06-01T08:38:00,511.74,25.59,537.33,credit,partial,246.14,291.19,South,Mysore
37795,22759,2025-10-22T17:25:00,3015.31,150.77,3166.08,credit,partial,1505.32,1660.76,South,Coimbatore
37796,69544,2024-12-22T13:13:00,2227.17,111.36,2338.53,credit,paid,2338.53,0.0,South,Kochi
37797,41360,2024-07-08T14:12:00,1789.22,89.46,1878.68,credit,partial,621.41,1257.27,South,Kochi
37798,38702,2024-01-21T11:17:00,3368.43,247.96,3616.39,credit,paid,3616.39,0.0,West,Pune
37799,8264,2025-06-28T13:16:00,2100.47,105.02,2205.49,credit,paid,2205.49,0.0,North,Gurgaon
37800,53057,2025-06-12T20:51:00,701.39,59.93,761.32,upi,paid,761.32,0.0,South,Coimbatore
37801,23467,2024-11-19T08:43:00,1408.46,70.42,1478.88,credit,paid,1478.88,0.0,South,Mysore
37802,78119,2025-02-28T09:39:00,1430.15,92.75,1522.9,credit,partial,940.05,582.85,South,Bangalore
37803,45561,2024-01-18T18:57:00,2172.41,108.62,2281.03,card,paid,2281.03,0.0,North,Delhi
37804,40891,2025-01-14T18:10:00,951.24,47.56,998.8,credit,paid,998.8,0.0,North,Jaipur
37805,35444,2025-08-10T14:12:00,331.02,16.55,347.57,credit,paid,347.57,0.0,North,Chandigarh
37806,76041,2025-04-13T13:00:00,2970.98,148.55,3119.53,credit,partial,1345.85,1773.68,South,Coimbatore
37807,11370,2025-06-17T20:49:00,1158.69,57.93,1216.62,credit,partial,527.34,689.28,West,Pune
37808,5064,2024-01-06T18:09:00,3265.25,163.26,3428.51,credit,partial,2232.46,1196.05,South,Chennai
37809,57275,2024-03-02T18:23:00,587.14,29.36,616.5,cash,paid,616.5,0.0,South,Bangalore
37810,11544,2025-11-22T19:30:00,682.24,34.11,716.35,credit,partial,409.33,307.02,South,Mysore
37811,19198,2025-08-29T13:19:00,743.06,90.66,833.72,credit,partial,483.96,349.76,South,Kochi
37812,47523,2025-01-02T18:17:00,915.86,122.51,1038.37,credit,paid,1038.37,0.0,South,Bangalore
37813,87172,2025-04-21T10:09:00,3062.04,153.1,3215.14,cash,paid,3215.14,0.0,North,Chandigarh
37814,59816,2024-06-01T10:09:00,1996.3,154.74,2151.04,cash,paid,2151.04,0.0,North,Jaipur
37815,96713,2025-05-04T20:17:00,866.71,43.34,910.05,cash,paid,910.05,0.0,South,Mysore
37816,14883,2024-01-28T10:32:00,684.72,34.24,718.96,cash,paid,718.96,0.0,North,Lucknow
37817,18278,2024-12-22T10:46:00,808.99,119.18,928.17,cash,paid,928.17,0.0,West,Surat
37818,52841,2025-04-14T21:18:00,466.69,66.23,532.92,credit,partial,363.83,169.09,North,Chandigarh
37819,71196,2024-04-29T10:11:00,162.41,29.23,191.64,credit,partial,108.55,83.09,South,Mysore
37820,83120,2024-01-07T15:59:00,2560.73,234.89,2795.62,cash,paid,2795.62,0.0,West,Mumbai
37821,3734,2024-02-24T17:43:00,1956.44,97.82,2054.26,credit,partial,1312.14,742.12,East,Bhubaneswar
37822,27352,2024-12-26T19:56:00,1459.35,72.97,1532.32,credit,partial,515.18,1017.14,North,Amritsar
37823,77967,2024-01-10T19:00:00,69.8,3.49,73.29,cash,paid,73.29,0.0,West,Surat
37824,96959,2024-04-07T17:38:00,2939.71,146.99,3086.7,cash,paid,3086.7,0.0,South,Mysore
37825,50045,2025-04-13T12:21:00,2289.08,114.45,2403.53,credit,partial,1354.39,1049.14,East,Guwahati
37826,47602,2025-11-10T08:06:00,941.59,127.68,1069.27,cash,paid,1069.27,0.0,West,Surat
37827,19567,2025-05-17T09:00:00,2355.69,117.78,2473.47,cash,paid,2473.47,0.0,South,Coimbatore
37828,25958,2024-12-22T13:34:00,634.38,114.19,748.57,credit,paid,748.57,0.0,West,Pune
37829,8193,2024-12-11T13:12:00,762.33,38.12,800.45,credit,paid,800.45,0.0,North,Jaipur
37830,51002,2024-04-14T18:46:00,1593.36,185.64,1779.0,credit,paid,1779.0,0.0,South,Chennai
37831,64803,2025-02-01T12:08:00,1574.88,78.74,1653.62,upi,paid,1653.62,0.0,West,Ahmedabad
37832,63641,2024-01-25T13:33:00,1209.88,60.49,1270.37,upi,paid,1270.37,0.0,East,Kolkata
37833,19691,2025-12-26T16:43:00,728.97,131.21,860.18,credit,paid,860.18,0.0,North,Noida
37834,84903,2024-12-24T18:41:00,1773.82,224.46,1998.28,credit,paid,1998.28,0.0,East,Bhubaneswar
37835,74465,2025-10-07T19:28:00,1803.37,90.17,1893.54,upi,paid,1893.54,0.0,West,Surat
37836,20835,2025-11-27T20:36:00,819.99,147.6,967.59,credit,partial,515.66,451.93,East,Guwahati
37837,76891,2024-06-15T08:31:00,1191.0,59.55,1250.55,upi,paid,1250.55,0.0,West,Pune
37838,87945,2024-03-01T11:41:00,186.87,9.34,196.21,credit,partial,73.31,122.9,West,Mumbai
37839,37808,2024-05-26T08:12:00,426.64,62.96,489.6,credit,partial,202.78,286.82,South,Bangalore
37840,60227,2025-01-07T12:03:00,334.89,16.74,351.63,credit,partial,147.87,203.76,North,Delhi
37841,46691,2024-10-14T18:24:00,497.49,24.87,522.36,upi,paid,522.36,0.0,West,Mumbai
37842,27863,2025-09-03T10:50:00,607.54,78.27,685.81,cash,paid,685.81,0.0,North,Lucknow
37843,48611,2024-05-04T08:18:00,2543.79,127.19,2670.98,credit,partial,1763.21,907.77,East,Kolkata
37844,91348,2024-01-06T10:09:00,1158.95,57.95,1216.9,credit,paid,1216.9,0.0,North,Lucknow
37845,27197,2024-04-26T20:23:00,705.92,127.07,832.99,upi,paid,832.99,0.0,North,Chandigarh
37846,26354,2025-01-28T11:44:00,1720.3,173.27,1893.57,upi,paid,1893.57,0.0,North,Gurgaon
37847,98991,2024-12-07T18:57:00,1187.51,155.32,1342.83,cash,paid,1342.83,0.0,South,Coimbatore
37848,75046,2024-01-12T19:28:00,2229.72,217.75,2447.47,cash,paid,2447.47,0.0,North,Lucknow
37849,37696,2025-01-22T12:32:00,1545.59,153.25,1698.84,cash,paid,1698.84,0.0,South,Hyderabad
37850,2174,2024-12-29T09:31:00,1222.13,106.18,1328.31,cash,paid,1328.31,0.0,North,Chandigarh
37851,88181,2024-05-11T14:48:00,2085.87,149.38,2235.25,credit,paid,2235.25,0.0,South,Chennai
37852,82046,2024-01-13T21:13:00,1712.68,142.86,1855.54,credit,partial,692.02,1163.52,South,Hyderabad
37853,18918,2024-12-28T19:16:00,430.76,21.54,452.3,cash,paid,452.3,0.0,West,Goa
37854,53834,2025-06-08T10:30:00,716.47,35.82,752.29,credit,partial,268.95,483.34,North,Chandigarh
37855,13888,2024-09-08T10:59:00,1017.78,183.2,1200.98,cash,paid,1200.98,0.0,West,Ahmedabad
37856,88039,2025-01-06T17:02:00,653.22,32.66,685.88,upi,paid,685.88,0.0,North,Amritsar
37857,26013,2025-11-25T08:43:00,743.68,37.18,780.86,credit,paid,780.86,0.0,North,Delhi
37858,82715,2025-07-04T12:13:00,249.75,12.49,262.24,cash,paid,262.24,0.0,West,Mumbai
37859,22392,2025-08-04T19:15:00,391.8,70.52,462.32,cash,paid,462.32,0.0,South,Coimbatore
37860,92414,2024-08-14T20:02:00,375.22,18.76,393.98,credit,partial,126.45,267.53,West,Goa
37861,71876,2025-07-13T13:26:00,852.57,42.63,895.2,upi,paid,895.2,0.0,South,Hyderabad
37862,33935,2025-12-01T17:52:00,703.35,117.14,820.49,cash,paid,820.49,0.0,North,Chandigarh
37863,33459,2025-12-10T14:50:00,1336.86,66.84,1403.7,credit,partial,712.44,691.26,North,Noida
37864,71508,2025-01-22T17:33:00,990.56,49.53,1040.09,credit,partial,629.41,410.68,South,Bangalore
37865,18980,2024-04-08T09:01:00,1491.1,126.13,1617.23,upi,paid,1617.23,0.0,West,Goa
37866,47777,2025-02-03T18:53:00,1463.26,121.3,1584.56,cash,paid,1584.56,0.0,West,Pune
37867,67353,2024-01-11T19:16:00,1155.58,158.05,1313.63,credit,paid,1313.63,0.0,South,Coimbatore
37868,76963,2024-10-28T10:50:00,1690.89,208.36,1899.25,credit,paid,1899.25,0.0,North,Amritsar
37869,93034,2025-01-15T19:04:00,2986.3,266.78,3253.08,credit,paid,3253.08,0.0,North,Gurgaon
37870,58604,2024-03-06T18:26:00,1266.03,127.01,1393.04,credit,paid,1393.04,0.0,South,Coimbatore
37871,14707,2025-06-10T20:52:00,1510.42,101.61,1612.03,credit,paid,1612.03,0.0,South,Coimbatore
37872,16039,2025-10-14T11:23:00,1782.87,141.37,1924.24,cash,paid,1924.24,0.0,South,Bangalore
37873,85279,2025-05-13T12:13:00,287.32,14.37,301.69,cash,paid,301.69,0.0,West,Surat
37874,43401,2024-03-14T18:09:00,1159.09,57.95,1217.04,card,paid,1217.04,0.0,South,Hyderabad
37875,47089,2024-05-14T13:58:00,438.9,63.72,502.62,credit,paid,502.62,0.0,East,Bhubaneswar
37876,46156,2025-01-08T19:06:00,40.11,2.01,42.12,cash,paid,42.12,0.0,West,Mumbai
37877,95953,2025-10-10T11:43:00,483.72,87.07,570.79,credit,partial,291.77,279.02,West,Pune
37878,76822,2025-11-15T16:53:00,1500.16,75.01,1575.17,credit,partial,708.32,866.85,North,Noida
37879,59511,2025-09-17T19:21:00,948.98,47.45,996.43,cash,paid,996.43,0.0,West,Goa
37880,26252,2025-05-18T12:47:00,1778.04,88.9,1866.94,credit,partial,1287.32,579.62,West,Mumbai
37881,6796,2025-02-13T20:46:00,1135.44,56.77,1192.21,card,paid,1192.21,0.0,North,Noida
37882,62727,2024-01-16T16:48:00,654.28,117.77,772.05,credit,paid,772.05,0.0,South,Chennai
37883,54608,2024-07-25T19:27:00,764.84,38.24,803.08,credit,paid,803.08,0.0,South,Chennai
37884,48099,2025-03-01T09:01:00,744.33,133.98,878.31,cash,paid,878.31,0.0,West,Mumbai
37885,12816,2025-01-29T11:47:00,212.08,10.6,222.68,upi,paid,222.68,0.0,South,Bangalore
37886,38230,2025-05-22T09:58:00,1580.97,139.05,1720.02,cash,paid,1720.02,0.0,South,Bangalore
37887,26106,2025-11-12T14:39:00,467.94,84.23,552.17,credit,partial,302.52,249.65,West,Surat
37888,5705,2025-10-17T11:02:00,1317.92,65.9,1383.82,card,paid,1383.82,0.0,North,Noida
37889,25042,2024-10-09T12:16:00,1503.69,111.1,1614.79,cash,paid,1614.79,0.0,South,Bangalore
37890,92571,2024-11-10T19:18:00,3827.64,191.38,4019.02,cash,paid,4019.02,0.0,North,Jaipur
37891,34425,2025-06-27T09:10:00,1842.08,92.1,1934.18,credit,paid,1934.18,0.0,North,Chandigarh
37892,46552,2024-11-01T14:51:00,3511.32,175.57,3686.89,credit,partial,1827.71,1859.18,West,Goa
37893,19237,2025-12-13T12:47:00,1100.44,116.22,1216.66,credit,partial,752.36,464.3,North,Chandigarh
37894,28879,2025-05-31T12:36:00,612.87,110.32,723.19,upi,paid,723.19,0.0,West,Pune
37895,55570,2024-06-06T20:35:00,791.54,39.58,831.12,credit,paid,831.12,0.0,West,Ahmedabad
37896,86357,2025-10-25T17:12:00,1779.67,158.44,1938.11,credit,partial,711.65,1226.46,North,Amritsar
37897,50923,2025-05-22T15:03:00,1905.73,137.47,2043.2,cash,paid,2043.2,0.0,West,Pune
37898,10747,2025-05-31T18:43:00,637.52,63.27,700.79,credit,partial,400.45,300.34,North,Lucknow
