city,date,temperature_high,temperature_low,temperature_avg,precipitation_mm,humidity_percent,condition
Kolkata,2024-02-13,26.7,14.7,19.9,0.0,58,sunny
Kolkata,2024-02-14,28.3,15.7,20.8,0.0,36,partly_cloudy
Kolkata,2024-02-15,23.7,10.9,17.1,0.0,49,partly_cloudy
Kolkata,2024-02-16,25.4,12.9,19.9,0.0,51,cloudy
Kolkata,2024-02-17,23.9,13.1,18.9,0.0,51,cloudy
Kolkata,2024-02-18,23.3,15.0,19.8,0.0,44,sunny
Kolkata,2024-02-19,26.8,13.8,20.0,0.0,49,sunny
Kolkata,2024-02-20,25.1,10.8,18.3,0.0,41,partly_cloudy
Kolkata,2024-02-21,24.8,15.5,18.8,0.0,70,sunny
Kolkata,2024-02-22,22.7,13.3,19.6,4.6,65,sunny
Kolkata,2024-02-23,24.5,14.1,19.8,0.0,60,partly_cloudy
Kolkata,2024-02-24,21.4,13.2,18.2,0.0,69,partly_cloudy
Kolkata,2024-02-25,23.8,13.8,20.0,0.0,67,partly_cloudy
Kolkata,2024-02-26,23.8,11.9,19.9,8.0,51,cloudy
Kolkata,2024-02-27,26.3,13.1,19.2,0.0,54,cloudy
Kolkata,2024-02-28,23.1,12.5,19.1,0.0,43,partly_cloudy
Kolkata,2024-02-29,26.0,16.5,19.6,0.0,35,cloudy
Kolkata,2024-03-01,40.5,27.9,35.3,0.0,68,cloudy
Kolkata,2024-03-02,37.4,26.5,34.1,0.0,42,sunny
Kolkata,2024-03-03,38.0,23.7,31.3,0.0,43,cloudy
Kolkata,2024-03-04,43.1,32.3,35.4,0.0,37,cloudy
Kolkata,2024-03-05,38.2,26.8,31.0,0.0,39,partly_cloudy
Kolkata,2024-03-06,39.9,31.0,35.5,0.0,60,partly_cloudy
Kolkata,2024-03-07,39.8,30.7,34.3,0.0,53,sunny
Kolkata,2024-03-08,38.3,26.2,30.7,0.0,60,partly_cloudy
Kolkata,2024-03-09,37.6,31.0,34.2,2.1,54,partly_cloudy
Kolkata,2024-03-10,42.1,29.0,35.9,0.0,39,cloudy
Kolkata,2024-03-11,38.1,30.4,33.7,6.6,57,partly_cloudy
Kolkata,2024-03-12,40.3,27.9,34.6,0.0,38,partly_cloudy
Kolkata,2024-03-13,40.5,31.5,35.9,0.0,65,partly_cloudy
Kolkata,2024-03-14,39.7,29.6,34.1,0.0,61,partly_cloudy
Kolkata,2024-03-15,36.1,24.5,32.3,0.0,42,cloudy
Kolkata,2024-03-16,39.9,27.0,33.5,0.0,33,partly_cloudy
Kolkata,2024-03-17,41.6,26.5,33.9,0.0,43,cloudy
Kolkata,2024-03-18,38.4,27.4,34.5,0.0,68,partly_cloudy
Kolkata,2024-03-19,37.7,30.6,34.6,0.0,69,cloudy
Kolkata,2024-03-20,42.7,29.9,35.3,0.0,34,sunny
Kolkata,2024-03-21,37.0,24.4,32.3,0.0,51,sunny
Kolkata,2024-03-22,36.8,24.1,31.3,0.0,50,partly_cloudy
Kolkata,2024-03-23,39.0,26.7,33.0,0.0,61,sunny
Kolkata,2024-03-24,40.2,29.9,34.4,0.0,48,partly_cloudy
Kolkata,2024-03-25,35.9,28.2,32.9,0.0,69,cloudy
Kolkata,2024-03-26,41.6,29.2,34.7,0.0,64,sunny
Kolkata,2024-03-27,38.6,28.9,35.1,0.0,66,partly_cloudy
Kolkata,2024-03-28,35.3,28.4,31.9,0.0,33,sunny
Kolkata,2024-03-29,39.9,26.5,34.2,0.0,53,partly_cloudy
Kolkata,2024-03-30,34.1,24.0,30.1,0.0,50,partly_cloudy
Kolkata,2024-03-31,37.8,24.7,30.2,0.0,55,partly_cloudy
Kolkata,2024-04-01,36.8,29.4,32.9,0.0,51,cloudy
Kolkata,2024-04-02,37.1,28.8,31.9,0.0,42,partly_cloudy
Kolkata,2024-04-03,36.6,29.9,32.9,0.4,49,sunny
Kolkata,2024-04-04,42.4,29.5,35.8,0.0,51,cloudy
Kolkata,2024-04-05,39.9,27.4,32.9,0.0,54,cloudy
Kolkata,2024-04-06,38.7,27.9,32.8,5.3,52,sunny
Kolkata,2024-04-07,34.4,25.5,30.8,5.6,65,cloudy
Kolkata,2024-04-08,41.2,32.4,35.6,0.0,64,cloudy
Kolkata,2024-04-09,43.6,32.6,36.0,0.0,46,cloudy
Kolkata,2024-04-10,41.2,31.5,35.4,0.0,46,partly_cloudy
Kolkata,2024-04-11,39.8,29.4,35.4,7.6,34,cloudy
Kolkata,2024-04-12,36.3,26.4,33.1,4.4,70,sunny
Kolkata,2024-04-13,36.3,24.3,30.9,0.0,66,partly_cloudy
Kolkata,2024-04-14,37.5,28.8,32.7,0.0,32,sunny
Kolkata,2024-04-15,38.5,25.1,30.6,0.0,44,partly_cloudy
Kolkata,2024-04-16,37.7,27.7,31.5,0.0,63,partly_cloudy
Kolkata,2024-04-17,40.6,28.9,34.9,0.0,63,cloudy
Kolkata,2024-04-18,41.0,31.9,35.1,0.0,43,cloudy
Kolkata,2024-04-19,38.6,28.3,32.6,0.0,44,cloudy
Kolkata,2024-04-20,36.0,23.7,30.9,0.0,42,sunny
Kolkata,2024-04-21,39.9,28.5,35.2,0.0,38,sunny
Kolkata,2024-04-22,37.7,25.1,30.6,0.0,50,sunny
Kolkata,2024-04-23,36.7,27.5,31.0,0.0,34,sunny
Kolkata,2024-04-24,35.3,25.8,31.4,7.5,51,sunny
Kolkata,2024-04-25,37.9,26.1,33.1,0.0,39,partly_cloudy
Kolkata,2024-04-26,34.9,27.1,31.2,0.0,44,sunny
Kolkata,2024-04-27,36.4,23.9,31.8,0.0,49,sunny
Kolkata,2024-04-28,36.4,26.3,32.5,0.0,65,partly_cloudy
Kolkata,2024-04-29,40.3,29.9,33.7,0.0,61,sunny
Kolkata,2024-04-30,36.8,25.5,32.3,9.4,31,cloudy
Kolkata,2024-05-01,38.9,28.1,33.9,0.0,59,sunny
Kolkata,2024-05-02,43.5,28.2,36.0,0.0,57,cloudy
Kolkata,2024-05-03,38.3,27.8,35.1,0.0,62,partly_cloudy
Kolkata,2024-05-04,37.8,26.9,33.5,0.0,33,sunny
Kolkata,2024-05-05,38.1,28.7,34.7,0.0,45,partly_cloudy
Kolkata,2024-05-06,41.5,30.6,35.9,0.0,49,cloudy
Kolkata,2024-05-07,40.1,28.3,33.8,0.0,56,cloudy
Kolkata,2024-05-08,38.9,28.4,34.2,0.0,59,partly_cloudy
Kolkata,2024-05-09,39.0,27.1,33.7,0.0,53,sunny
Kolkata,2024-05-10,38.7,30.0,34.5,0.0,63,sunny
Kolkata,2024-05-11,36.9,27.1,32.2,0.0,63,sunny
Kolkata,2024-05-12,41.9,27.6,35.4,0.0,32,sunny
Kolkata,2024-05-13,37.8,26.7,30.8,0.5,37,cloudy
Kolkata,2024-05-14,39.3,27.0,33.3,3.2,36,cloudy
Kolkata,2024-05-15,35.4,27.3,31.6,0.5,62,sunny
Kolkata,2024-05-16,36.2,28.5,32.4,0.0,30,partly_cloudy
Kolkata,2024-05-17,40.7,31.2,34.7,0.0,41,cloudy
Kolkata,2024-05-18,42.7,31.4,35.7,0.0,31,partly_cloudy
Kolkata,2024-05-19,39.8,29.6,34.4,0.0,51,partly_cloudy
Kolkata,2024-05-20,39.7,31.0,35.9,0.0,50,partly_cloudy
Kolkata,2024-05-21,39.1,28.8,34.5,0.0,56,cloudy
Kolkata,2024-05-22,35.8,26.3,32.4,0.0,54,sunny
Kolkata,2024-05-23,34.6,24.1,30.8,0.0,42,cloudy
Kolkata,2024-05-24,39.4,29.6,35.2,0.0,49,partly_cloudy
Kolkata,2024-05-25,36.0,26.1,32.3,0.0,68,sunny
Kolkata,2024-05-26,38.1,25.8,32.9,0.0,63,partly_cloudy
Kolkata,2024-05-27,34.6,23.4,31.3,0.0,60,partly_cloudy
Kolkata,2024-05-28,40.0,25.6,33.4,0.0,43,sunny
Kolkata,2024-05-29,39.1,27.8,34.3,0.0,49,cloudy
Kolkata,2024-05-30,39.5,28.7,35.2,0.0,62,sunny
Kolkata,2024-05-31,40.5,28.3,36.0,0.0,53,cloudy
Kolkata,2024-06-01,28.7,18.1,23.2,0.0,91,sunny
Kolkata,2024-06-02,34.2,19.9,26.5,43.7,42,rainy
Kolkata,2024-06-03,29.1,18.2,22.4,49.8,46,rainy
Kolkata,2024-06-04,31.7,19.7,24.7,0.0,78,sunny
Kolkata,2024-06-05,32.6,19.2,24.9,28.6,56,rainy
Kolkata,2024-06-06,32.6,23.4,27.7,0.0,53,cloudy
Kolkata,2024-06-07,33.4,22.0,27.4,0.0,63,sunny
Kolkata,2024-06-08,33.8,23.3,27.3,27.6,90,rainy
Kolkata,2024-06-09,31.0,21.2,25.7,0.0,95,cloudy
Kolkata,2024-06-10,32.3,20.8,27.9,19.9,70,rainy
Kolkata,2024-06-11,31.4,19.7,27.3,0.0,88,sunny
Kolkata,2024-06-12,29.0,18.1,24.3,11.0,93,rainy
Kolkata,2024-06-13,28.6,16.3,22.7,11.1,86,rainy
Kolkata,2024-06-14,27.2,19.0,23.1,9.2,72,rainy
Kolkata,2024-06-15,25.7,16.6,22.2,0.0,84,cloudy
Kolkata,2024-06-16,33.4,21.3,27.3,42.7,50,rainy
Kolkata,2024-06-17,35.3,23.0,27.3,35.1,86,rainy
Kolkata,2024-06-18,31.8,19.7,26.7,0.0,45,sunny
Kolkata,2024-06-19,30.1,19.8,24.2,0.0,49,cloudy
Kolkata,2024-06-20,27.9,18.8,23.3,0.0,87,sunny
Kolkata,2024-06-21,30.2,18.7,22.7,6.8,64,rainy
Kolkata,2024-06-22,34.4,21.2,27.3,44.5,55,rainy
Kolkata,2024-06-23,28.0,17.8,23.8,36.8,61,rainy
Kolkata,2024-06-24,29.3,17.9,22.1,0.0,40,sunny
Kolkata,2024-06-25,28.6,21.4,25.2,0.0,57,cloudy
Kolkata,2024-06-26,30.7,24.0,27.4,29.5,41,rainy
Kolkata,2024-06-27,28.9,18.2,23.6,0.0,63,cloudy
Kolkata,2024-06-28,31.8,21.1,25.1,18.5,74,rainy
Kolkata,2024-06-29,35.2,20.5,27.4,0.0,55,cloudy
Kolkata,2024-06-30,33.8,19.5,26.7,14.9,83,rainy
Kolkata,2024-07-01,28.6,17.0,23.0,6.7,40,rainy
Kolkata,2024-07-02,33.4,20.7,27.1,0.0,75,sunny
Kolkata,2024-07-03,29.7,17.0,24.6,23.2,63,rainy
Kolkata,2024-07-04,34.0,22.3,27.7,24.3,93,rainy
Kolkata,2024-07-05,31.3,16.2,23.8,0.0,40,sunny
Kolkata,2024-07-06,31.9,21.9,28.0,0.0,48,sunny
Kolkata,2024-07-07,31.1,22.8,25.8,50.0,60,rainy
Kolkata,2024-07-08,29.7,17.6,22.3,19.7,66,rainy
Kolkata,2024-07-09,35.7,21.2,27.9,41.8,71,rainy
Kolkata,2024-07-10,26.4,18.0,22.8,40.0,46,rainy
Kolkata,2024-07-11,29.7,21.8,26.4,6.9,49,rainy
Kolkata,2024-07-12,31.0,17.6,23.4,29.3,93,rainy
Kolkata,2024-07-13,32.0,20.9,25.9,14.0,67,rainy
Kolkata,2024-07-14,32.8,20.3,27.4,42.7,90,rainy
Kolkata,2024-07-15,31.6,22.6,27.8,15.5,62,rainy
Kolkata,2024-07-16,30.2,16.1,23.9,0.0,53,sunny
Kolkata,2024-07-17,29.2,17.0,22.4,48.7,46,rainy
Kolkata,2024-07-18,28.2,16.1,23.0,34.6,62,rainy
Kolkata,2024-07-19,28.9,18.8,24.4,27.6,41,rainy
Kolkata,2024-07-20,28.0,17.0,22.6,10.1,45,rainy
Kolkata,2024-07-21,34.4,22.9,27.5,0.0,89,sunny
Kolkata,2024-07-22,29.1,19.3,25.8,0.0,76,cloudy
Kolkata,2024-07-23,32.7,19.8,26.3,34.2,95,rainy
Kolkata,2024-07-24,28.9,16.7,22.4,32.1,49,rainy
Kolkata,2024-07-25,35.4,22.9,27.5,16.2,57,rainy
Kolkata,2024-07-26,34.7,19.3,26.8,0.0,94,cloudy
Kolkata,2024-07-27,32.9,20.5,25.2,0.0,67,sunny
Kolkata,2024-07-28,32.8,21.2,28.0,0.0,71,cloudy
Kolkata,2024-07-29,33.8,22.2,26.3,49.8,87,rainy
Kolkata,2024-07-30,32.1,18.0,25.1,48.8,92,rainy
Kolkata,2024-07-31,29.5,19.9,23.7,10.8,93,rainy
Kolkata,2024-08-01,33.6,23.3,27.9,0.0,70,cloudy
Kolkata,2024-08-02,30.8,22.1,26.5,6.2,90,rainy
Kolkata,2024-08-03,31.9,21.3,25.0,0.0,68,sunny
Kolkata,2024-08-04,30.1,23.3,26.6,11.4,69,rainy
Kolkata,2024-08-05,29.0,15.4,22.7,16.9,52,rainy
Kolkata,2024-08-06,28.0,17.5,24.4,6.1,85,rainy
Kolkata,2024-08-07,27.7,20.0,23.4,0.0,43,sunny
Kolkata,2024-08-08,35.2,20.3,27.8,0.0,45,sunny
Kolkata,2024-08-09,31.0,22.3,25.9,0.0,48,cloudy
Kolkata,2024-08-10,27.9,20.1,23.8,0.0,85,cloudy
Kolkata,2024-08-11,28.5,18.7,23.3,46.0,60,rainy
Kolkata,2024-08-12,29.1,19.4,23.9,27.2,67,rainy
Kolkata,2024-08-13,29.8,16.4,24.0,30.9,48,rainy
Kolkata,2024-08-14,26.4,19.9,23.2,22.8,50,rainy
Kolkata,2024-08-15,32.4,20.3,26.7,0.0,72,cloudy
Kolkata,2024-08-16,31.6,16.6,24.1,0.0,93,cloudy
Kolkata,2024-08-17,28.3,19.3,24.4,25.1,82,rainy
Kolkata,2024-08-18,34.6,20.5,27.8,34.1,89,rainy
Kolkata,2024-08-19,30.7,19.8,27.3,47.0,89,rainy
Kolkata,2024-08-20,30.1,17.1,22.9,13.0,85,rainy
Kolkata,2024-08-21,34.0,19.9,27.3,47.3,44,rainy
Kolkata,2024-08-22,28.9,18.0,24.6,0.0,75,cloudy
Kolkata,2024-08-23,27.9,21.5,24.8,0.0,90,sunny
Kolkata,2024-08-24,30.9,20.2,25.1,0.0,58,cloudy
Kolkata,2024-08-25,30.1,20.0,25.7,47.9,44,rainy
Kolkata,2024-08-26,31.6,22.3,26.8,6.8,61,rainy
Kolkata,2024-08-27,26.6,15.6,22.4,0.0,72,cloudy
Kolkata,2024-08-28,28.3,19.6,24.7,15.1,78,rainy
Kolkata,2024-08-29,27.9,19.5,23.6,0.0,75,cloudy
Kolkata,2024-08-30,32.1,22.6,26.4,7.5,72,rainy
Kolkata,2024-08-31,29.1,18.7,24.3,0.0,53,cloudy
Kolkata,2024-09-01,28.4,20.3,24.1,5.0,61,rainy
Kolkata,2024-09-02,31.5,20.7,24.3,39.0,53,rainy
Kolkata,2024-09-03,30.1,17.2,22.7,0.0,77,cloudy
Kolkata,2024-09-04,29.0,16.1,22.2,27.1,67,rainy
Kolkata,2024-09-05,30.1,15.3,23.2,0.0,43,cloudy
Kolkata,2024-09-06,28.6,18.5,22.0,0.0,84,sunny
Kolkata,2024-09-07,29.5,18.2,24.9,0.0,50,sunny
Kolkata,2024-09-08,31.6,19.3,27.0,0.0,76,cloudy
Kolkata,2024-09-09,30.4,17.7,25.5,43.8,55,rainy
Kolkata,2024-09-10,27.1,18.7,22.8,23.8,66,rainy
Kolkata,2024-09-11,30.0,19.2,24.1,0.0,51,cloudy
Kolkata,2024-09-12,32.4,19.0,26.1,33.4,93,rainy
Kolkata,2024-09-13,31.9,18.4,24.5,30.9,58,rainy
Kolkata,2024-09-14,32.2,22.0,25.4,20.0,82,rainy
Kolkata,2024-09-15,35.8,24.0,28.0,30.2,75,rainy
Kolkata,2024-09-16,28.0,16.2,22.1,0.0,79,cloudy
Kolkata,2024-09-17,28.3,17.0,24.9,38.1,71,rainy
Kolkata,2024-09-18,26.2,18.4,23.0,40.3,66,rainy
Kolkata,2024-09-19,29.2,18.9,24.1,0.0,64,sunny
Kolkata,2024-09-20,29.2,20.1,23.6,0.0,87,cloudy
Kolkata,2024-09-21,34.2,21.2,27.8,27.1,73,rainy
Kolkata,2024-09-22,27.6,18.1,22.9,0.0,55,sunny
Kolkata,2024-09-23,28.8,19.2,24.0,0.0,76,cloudy
Kolkata,2024-09-24,34.8,22.9,27.4,35.9,57,rainy
Kolkata,2024-09-25,28.0,20.3,24.8,0.0,69,cloudy
Kolkata,2024-09-26,29.9,17.6,22.5,37.8,48,rainy
Kolkata,2024-09-27,28.3,20.2,23.3,0.0,92,sunny
Kolkata,2024-09-28,31.3,21.9,26.0,48.6,42,rainy
Kolkata,2024-09-29,28.1,15.6,23.4,44.1,86,rainy
Kolkata,2024-09-30,31.0,22.3,25.5,33.2,70,rainy
Kolkata,2024-10-01,33.6,21.3,28.0,0.0,35,partly_cloudy
Kolkata,2024-10-02,32.7,22.6,26.5,0.0,41,partly_cloudy
Kolkata,2024-10-03,31.9,17.6,25.5,0.0,34,sunny
Kolkata,2024-10-04,32.6,21.9,28.5,0.0,54,cloudy
Kolkata,2024-10-05,32.9,21.6,27.3,0.0,52,partly_cloudy
Kolkata,2024-10-06,31.4,22.9,27.7,0.0,34,sunny
Kolkata,2024-10-07,30.9,21.3,25.4,2.0,54,partly_cloudy
Kolkata,2024-10-08,32.1,17.8,25.1,0.0,48,partly_cloudy
Kolkata,2024-10-09,30.4,21.2,26.1,0.0,34,sunny
Kolkata,2024-10-10,32.3,21.3,28.6,0.0,62,partly_cloudy
Kolkata,2024-10-11,33.2,21.8,26.5,0.0,57,partly_cloudy
Kolkata,2024-10-12,36.2,22.8,28.4,0.0,53,sunny
Kolkata,2024-10-13,34.0,21.2,28.5,0.0,61,partly_cloudy
Kolkata,2024-10-14,29.6,21.6,25.1,0.0,38,partly_cloudy
Kolkata,2024-10-15,32.2,22.3,27.5,0.0,39,partly_cloudy
Kolkata,2024-10-16,34.7,22.3,28.2,0.0,44,sunny
Kolkata,2024-10-17,30.3,19.3,27.2,0.0,39,partly_cloudy
Kolkata,2024-10-18,33.2,20.8,26.1,0.0,56,sunny
Kolkata,2024-10-19,32.3,22.3,26.3,0.0,44,sunny
Kolkata,2024-10-20,33.0,19.6,26.8,0.0,43,sunny
Kolkata,2024-10-21,32.3,21.4,27.9,1.3,51,partly_cloudy
Kolkata,2024-10-22,32.3,22.0,26.4,0.0,47,partly_cloudy
Kolkata,2024-10-23,32.6,24.8,28.3,0.0,46,partly_cloudy
Kolkata,2024-10-24,28.9,20.4,25.2,0.0,34,cloudy
Kolkata,2024-10-25,35.7,22.9,28.5,0.0,69,sunny
Kolkata,2024-10-26,30.7,19.3,26.8,0.0,44,partly_cloudy
Kolkata,2024-10-27,33.1,18.9,26.4,4.7,40,cloudy
Kolkata,2024-10-28,34.1,20.9,27.6,0.0,41,sunny
Kolkata,2024-10-29,29.4,17.3,25.2,0.0,55,sunny
Kolkata,2024-10-30,31.4,22.8,27.1,0.0,47,cloudy
Kolkata,2024-10-31,30.0,22.7,25.8,0.0,69,cloudy
Kolkata,2024-11-01,33.2,23.5,27.1,0.0,35,partly_cloudy
Kolkata,2024-11-02,31.8,22.8,26.9,0.0,57,partly_cloudy
Kolkata,2024-11-03,32.9,22.6,26.2,0.0,42,sunny
Kolkata,2024-11-04,35.5,24.0,28.8,0.0,49,cloudy
Kolkata,2024-11-05,32.3,21.0,26.9,0.0,56,cloudy
Kolkata,2024-11-06,34.0,25.3,28.4,0.0,30,cloudy
Kolkata,2024-11-07,31.1,19.3,25.2,0.0,51,cloudy
Kolkata,2024-11-08,31.5,21.3,26.8,0.0,64,cloudy
Kolkata,2024-11-09,36.7,25.3,28.9,0.0,52,sunny
Kolkata,2024-11-10,33.0,22.0,25.5,0.0,68,cloudy
Kolkata,2024-11-11,29.9,21.7,25.3,0.0,42,cloudy
Kolkata,2024-11-12,30.8,18.2,25.4,0.0,58,cloudy
Kolkata,2024-11-13,36.0,21.6,28.8,9.0,68,partly_cloudy
Kolkata,2024-11-14,30.4,23.1,27.3,0.0,34,partly_cloudy
Kolkata,2024-11-15,29.5,17.6,25.3,0.0,55,partly_cloudy
Kolkata,2024-11-16,32.3,20.3,27.6,0.8,46,cloudy
Kolkata,2024-11-17,29.1,21.8,25.2,0.0,62,sunny
Kolkata,2024-11-18,33.7,20.6,27.6,0.0,51,partly_cloudy
Kolkata,2024-11-19,30.4,20.6,26.0,0.0,38,cloudy
Kolkata,2024-11-20,28.2,18.7,25.0,0.0,46,sunny
Kolkata,2024-11-21,31.4,21.0,27.9,0.0,66,partly_cloudy
Kolkata,2024-11-22,32.1,23.9,27.8,0.0,58,cloudy
Kolkata,2024-11-23,31.1,21.9,26.7,0.0,44,cloudy
Kolkata,2024-11-24,31.6,24.0,28.2,0.0,30,partly_cloudy
Kolkata,2024-11-25,31.2,19.5,26.0,0.0,35,cloudy
Kolkata,2024-11-26,34.2,19.1,26.9,0.0,49,partly_cloudy
Kolkata,2024-11-27,31.9,22.5,26.3,6.2,44,sunny
Kolkata,2024-11-28,30.5,20.8,27.4,0.0,44,sunny
Kolkata,2024-11-29,30.6,19.5,25.0,0.0,60,partly_cloudy
Kolkata,2024-11-30,34.1,22.1,26.8,0.0,48,partly_cloudy
Kolkata,2024-12-01,24.5,17.3,20.8,0.0,60,cloudy
Kolkata,2024-12-02,22.1,13.0,17.9,0.0,44,partly_cloudy
Kolkata,2024-12-03,23.6,15.3,18.3,0.0,35,cloudy
Kolkata,2024-12-04,25.1,12.9,17.1,0.0,48,partly_cloudy
Kolkata,2024-12-05,24.2,16.6,19.6,0.0,43,cloudy
Kolkata,2024-12-06,23.8,12.0,17.3,0.0,30,sunny
Kolkata,2024-12-07,25.9,15.8,19.5,0.0,70,partly_cloudy
Kolkata,2024-12-08,28.8,14.2,20.8,0.0,33,sunny
Kolkata,2024-12-09,21.3,10.1,18.0,0.0,50,cloudy
Kolkata,2024-12-10,26.0,13.2,18.8,7.2,44,partly_cloudy
Kolkata,2024-12-11,28.1,17.8,20.8,0.0,57,sunny
Kolkata,2024-12-12,26.6,15.5,19.3,0.0,41,partly_cloudy
Kolkata,2024-12-13,24.7,13.5,17.6,0.0,30,sunny
Kolkata,2024-12-14,26.7,11.3,19.2,2.6,46,sunny
Kolkata,2024-12-15,25.5,14.6,19.1,0.0,42,sunny
Kolkata,2024-12-16,22.0,11.8,18.7,0.0,70,cloudy
Kolkata,2024-12-17,24.3,14.3,18.2,0.0,47,partly_cloudy
Kolkata,2024-12-18,24.6,14.0,18.7,0.0,53,partly_cloudy
Kolkata,2024-12-19,23.5,10.3,17.1,0.0,33,cloudy
Kolkata,2024-12-20,23.4,9.9,17.1,0.0,70,sunny
Kolkata,2024-12-21,26.1,16.7,20.2,0.0,50,cloudy
Kolkata,2024-12-22,26.1,12.9,19.6,0.0,30,cloudy
Kolkata,2024-12-23,22.6,11.1,17.5,0.0,61,partly_cloudy
Kolkata,2024-12-24,22.9,13.5,19.6,0.0,35,sunny
Kolkata,2024-12-25,21.8,15.1,18.4,0.0,35,sunny
Kolkata,2024-12-26,25.8,15.2,19.8,0.0,53,partly_cloudy
Kolkata,2024-12-27,23.9,14.8,19.3,0.0,32,partly_cloudy
Kolkata,2024-12-28,23.3,10.9,18.2,3.8,46,cloudy
Kolkata,2024-12-29,24.5,15.5,19.6,0.0,36,sunny
Kolkata,2024-12-30,25.2,13.9,18.3,0.0,70,cloudy
Kolkata,2024-12-31,25.7,12.9,19.1,0.0,44,partly_cloudy
Hyderabad,2022-01-01,26.7,13.1,19.0,0.0,52,partly_cloudy
Hyderabad,2022-01-02,23.2,10.5,18.5,0.0,39,partly_cloudy
Hyderabad,2022-01-03,23.3,11.6,18.1,0.0,34,partly_cloudy
Hyderabad,2022-01-04,25.4,12.4,19.8,3.8,55,sunny
Hyderabad,2022-01-05,23.8,12.8,18.8,0.0,44,partly_cloudy
Hyderabad,2022-01-06,26.7,12.3,20.2,0.0,34,partly_cloudy
Hyderabad,2022-01-07,26.0,16.9,21.7,0.0,52,cloudy
Hyderabad,2022-01-08,26.5,15.6,19.7,0.0,66,cloudy
Hyderabad,2022-01-09,25.5,11.8,18.2,0.0,31,cloudy
Hyderabad,2022-01-10,25.2,13.2,18.6,0.0,57,sunny
Hyderabad,2022-01-11,27.1,12.2,19.9,0.0,45,sunny
Hyderabad,2022-01-12,24.8,11.4,18.7,0.0,31,cloudy
Hyderabad,2022-01-13,27.0,14.9,21.3,0.0,32,sunny
Hyderabad,2022-01-14,24.8,13.0,20.4,0.0,49,cloudy
Hyderabad,2022-01-15,27.8,14.3,20.3,0.0,31,cloudy
Hyderabad,2022-01-16,25.2,16.6,21.3,0.0,59,cloudy
Hyderabad,2022-01-17,24.4,14.5,18.4,0.0,51,cloudy
Hyderabad,2022-01-18,26.3,13.3,19.8,0.0,47,cloudy
Hyderabad,2022-01-19,26.4,12.9,20.7,0.0,56,cloudy
Hyderabad,2022-01-20,29.0,16.3,21.7,0.0,60,partly_cloudy
Hyderabad,2022-01-21,25.6,15.1,20.2,0.0,30,cloudy
Hyderabad,2022-01-22,27.4,18.2,21.5,0.0,58,cloudy
Hyderabad,2022-01-23,22.4,14.3,18.8,0.0,30,cloudy
Hyderabad,2022-01-24,25.9,14.7,19.5,2.7,31,partly_cloudy
Hyderabad,2022-01-25,27.0,14.2,19.1,0.0,54,partly_cloudy
Hyderabad,2022-01-26,26.1,11.4,19.4,0.0,53,cloudy
Hyderabad,2022-01-27,24.3,13.1,20.5,0.0,32,partly_cloudy
Hyderabad,2022-01-28,23.8,14.3,18.6,0.0,57,cloudy
Hyderabad,2022-01-29,25.8,17.2,20.7,0.0,43,cloudy
Hyderabad,2022-01-30,26.6,14.4,20.5,0.0,55,partly_cloudy
Hyderabad,2022-01-31,24.9,12.5,18.9,0.0,37,sunny
Hyderabad,2022-02-01,29.3,14.5,21.7,0.0,32,cloudy
Hyderabad,2022-02-02,22.2,11.0,18.8,0.0,60,partly_cloudy
Hyderabad,2022-02-03,23.2,11.7,18.9,0.0,65,cloudy
Hyderabad,2022-02-04,24.9,12.2,19.9,0.0,38,cloudy
Hyderabad,2022-02-05,22.8,14.3,19.7,0.0,41,partly_cloudy
Hyderabad,2022-02-06,28.0,15.6,21.7,0.0,39,partly_cloudy
Hyderabad,2022-02-07,23.5,16.3,20.5,0.0,61,sunny
Hyderabad,2022-02-08,25.7,16.6,20.3,7.0,70,cloudy
Hyderabad,2022-02-09,25.5,15.7,19.7,0.0,48,partly_cloudy
Hyderabad,2022-02-10,24.8,13.1,19.3,0.0,70,partly_cloudy
Hyderabad,2022-02-11,26.3,18.3,21.6,0.0,42,partly_cloudy
Hyderabad,2022-02-12,25.0,14.8,21.0,0.0,45,sunny
Hyderabad,2022-02-13,23.0,13.1,19.7,0.0,52,sunny
Hyderabad,2022-02-14,25.1,12.5,18.3,0.0,35,sunny
Hyderabad,2022-02-15,26.1,17.6,21.9,0.0,68,cloudy
Hyderabad,2022-02-16,21.2,11.4,18.0,0.0,58,partly_cloudy
Hyderabad,2022-02-17,26.1,14.9,18.2,0.0,44,cloudy
Hyderabad,2022-02-18,25.9,15.6,19.8,0.0,63,sunny
Hyderabad,2022-02-19,25.2,12.3,19.8,0.0,69,sunny
Hyderabad,2022-02-20,26.1,11.5,19.1,0.0,43,cloudy
Hyderabad,2022-02-21,23.7,16.4,20.1,0.0,58,partly_cloudy
Hyderabad,2022-02-22,24.3,16.2,20.9,0.0,70,sunny
Hyderabad,2022-02-23,24.3,15.0,19.7,0.0,60,partly_cloudy
Hyderabad,2022-02-24,25.0,16.9,21.1,0.0,40,cloudy
Hyderabad,2022-02-25,22.6,14.2,18.4,0.0,42,cloudy
Hyderabad,2022-02-26,24.2,14.0,20.2,0.7,33,sunny
Hyderabad,2022-02-27,26.1,14.6,20.6,0.0,48,partly_cloudy
Hyderabad,2022-02-28,26.5,17.0,20.8,0.0,68,sunny
