date,cpi_inflation,wpi_inflation,fuel_price_petrol,fuel_price_diesel,gold_price,usd_inr_rate
2024-05-19,10.57,8.22,104.28,95.32,60957.11,83.58
2024-05-20,10.33,8.88,104.24,95.06,60375.12,84.4
2024-05-21,10.64,8.5,103.16,95.27,59989.55,84.63
2024-05-22,10.41,8.99,107.46,93.34,60085.52,84.45
2024-05-23,10.43,8.95,103.91,94.69,61104.73,84.43
2024-05-24,9.85,9.41,104.63,93.23,60036.64,84.29
2024-05-25,10.03,9.06,105.39,92.86,61121.03,84.47
2024-05-26,10.73,8.64,106.08,94.32,59836.91,84.58
2024-05-27,10.23,8.78,103.95,94.79,60476.76,83.87
2024-05-28,10.68,9.47,106.94,95.23,60907.71,84.19
2024-05-29,10.62,9.35,107.69,92.71,60559.63,84.45
2024-05-30,10.72,8.17,105.95,95.72,60563.01,84.49
2024-05-31,10.37,9.14,103.34,96.37,59973.93,83.76
2024-06-01,10.14,8.25,103.64,93.13,60455.23,84.76
2024-06-02,10.03,8.43,104.75,96.46,60371.19,84.77
2024-06-03,9.95,8.77,107.04,94.75,60462.42,84.22
2024-06-04,10.22,8.29,103.31,93.98,60635.59,84.61
2024-06-05,10.06,8.65,107.3,95.11,59881.56,84.63
2024-06-06,9.98,8.96,105.25,92.76,61274.45,83.66
2024-06-07,10.32,9.55,105.83,94.11,60146.28,84.38
2024-06-08,10.37,9.17,104.41,92.7,60786.2,84.05
2024-06-09,10.07,9.39,104.46,94.3,61168.67,83.83
2024-06-10,10.3,8.92,103.78,96.23,60999.04,84.72
2024-06-11,10.71,9.6,103.07,96.88,60943.65,84.43
2024-06-12,10.21,9.6,102.92,96.49,60997.7,83.7
2024-06-13,10.45,8.46,107.4,95.39,60882.07,84.21
2024-06-14,10.72,8.47,106.56,94.85,60085.07,84.62
2024-06-15,9.98,8.63,105.36,93.41,61402.98,83.82
2024-06-16,9.93,8.14,105.75,94.39,60378.87,84.05
2024-06-17,10.63,9.48,105.93,94.13,60552.03,83.72
2024-06-18,10.68,8.45,103.55,93.39,60338.98,84.36
2024-06-19,10.63,9.4,104.57,96.3,60197.87,84.73
2024-06-20,10.89,8.9,105.14,96.22,60269.03,84.65
2024-06-21,10.94,9.64,104.82,95.49,60699.37,84.13
2024-06-22,10.32,8.44,103.74,95.18,60464.4,83.66
2024-06-23,10.2,9.01,104.53,94.27,60068.51,84.68
2024-06-24,10.93,9.57,104.59,96.46,60469.78,84.03
2024-06-25,10.2,9.65,106.75,95.35,60520.6,83.79
2024-06-26,10.9,9.08,107.63,94.78,59973.61,83.9
2024-06-27,10.29,9.04,103.12,96.38,61444.79,84.49
2024-06-28,10.75,9.51,103.75,93.45,60098.39,84.19
2024-06-29,10.56,9.75,104.82,92.85,61341.53,84.6
2024-06-30,10.32,9.56,106.99,94.86,61033.69,84.81
2024-07-01,10.79,8.74,105.93,96.43,60877.91,84.38
2024-07-02,10.08,9.12,104.88,96.26,60098.95,83.9
2024-07-03,11.01,8.98,105.74,94.31,60019.31,83.7
2024-07-04,10.16,8.64,106.38,96.44,61417.57,83.76
2024-07-05,10.29,8.31,107.51,93.28,61549.78,84.75
2024-07-06,10.28,9.78,105.25,95.52,60015.0,84.36
2024-07-07,11.01,8.86,103.53,95.31,61433.89,84.38
2024-07-08,10.79,9.41,107.18,94.59,61461.98,84.44
2024-07-09,10.72,9.8,107.62,96.82,60709.73,84.0
2024-07-10,10.44,8.65,105.05,94.24,61593.06,84.05
2024-07-11,10.87,9.39,105.62,94.23,60953.43,84.81
2024-07-12,10.41,8.54,106.12,95.64,60719.4,84.77
2024-07-13,10.14,8.27,105.53,97.14,61379.66,84.67
2024-07-14,11.07,9.36,106.37,94.07,60291.31,84.05
2024-07-15,10.43,9.48,105.1,96.68,60697.81,84.7
2024-07-16,11.07,9.66,106.56,93.51,61148.36,84.41
2024-07-17,10.31,9.4,105.03,94.71,61608.31,84.32
2024-07-18,10.48,9.16,108.05,96.24,61351.71,83.73
2024-07-19,11.09,9.72,104.33,96.62,60056.69,84.74
2024-07-20,10.44,9.47,104.37,95.48,61669.63,84.81
2024-07-21,11.09,9.0,104.91,94.15,60699.85,84.79
2024-07-22,10.74,9.63,105.94,96.57,60421.93,84.16
2024-07-23,10.17,8.79,107.39,95.3,61535.27,84.75
2024-07-24,10.63,8.35,105.84,96.32,60699.45,83.87
2024-07-25,10.45,8.5,107.24,94.16,61456.72,84.8
2024-07-26,10.74,9.67,103.8,97.12,60901.96,84.34
2024-07-27,10.71,8.64,107.28,93.26,61367.69,83.74
2024-07-28,11.1,9.47,107.96,93.82,61635.61,84.01
2024-07-29,10.68,8.84,108.0,95.39,61040.29,84.04
2024-07-30,10.82,9.6,105.72,95.21,60795.98,84.65
2024-07-31,10.29,8.42,106.93,93.42,61407.87,84.69
2024-08-01,10.7,8.95,103.18,96.56,60438.08,84.66
2024-08-02,10.21,8.56,106.78,97.33,61676.57,84.54
2024-08-03,10.44,8.39,103.76,94.05,61289.3,84.7
2024-08-04,10.5,8.56,106.0,95.59,61210.37,84.2
2024-08-05,10.56,8.99,105.64,96.16,60957.77,84.49
2024-08-06,11.15,9.84,105.54,94.35,60172.27,83.96
2024-08-07,10.94,8.41,108.07,96.19,60746.79,84.13
2024-08-08,10.85,9.44,105.62,93.85,61423.13,84.3
2024-08-09,10.92,8.52,108.01,93.14,60241.7,84.71
2024-08-10,11.19,9.03,105.48,94.33,60297.11,84.37
2024-08-11,10.47,8.81,103.51,96.23,61174.14,84.11
2024-08-12,10.7,9.08,103.99,95.44,61451.27,84.45
2024-08-13,10.41,9.02,108.2,93.46,60948.54,84.7
2024-08-14,10.4,9.73,104.95,96.47,61506.71,84.79
2024-08-15,10.79,9.95,107.27,95.06,61528.33,83.87
2024-08-16,10.34,9.37,106.75,93.15,61853.07,83.95
2024-08-17,10.63,8.56,106.04,93.11,61245.21,84.22
2024-08-18,10.46,8.84,104.07,93.86,61022.15,84.19
2024-08-19,11.2,9.92,108.18,94.01,60698.69,84.86
2024-08-20,10.56,8.58,108.21,96.4,60771.45,83.77
2024-08-21,11.03,9.19,108.25,92.98,61297.84,83.9
2024-08-22,10.69,9.57,107.35,93.68,61554.71,84.74
2024-08-23,10.92,9.29,104.29,94.58,60833.83,84.98
2024-08-24,10.83,9.56,104.05,93.35,60578.85,84.52
2024-08-25,10.71,9.18,103.73,95.9,60593.16,84.34
2024-08-26,10.63,9.96,105.19,96.64,61680.28,83.8
2024-08-27,10.92,9.69,106.22,96.43,60421.01,83.95
2024-08-28,11.1,9.47,103.85,96.5,60840.52,83.86
2024-08-29,10.9,9.69,105.1,96.64,61315.53,84.96
2024-08-30,11.01,9.7,106.23,95.35,61100.91,83.94
2024-08-31,11.22,10.01,105.45,96.73,60842.73,84.38
2024-09-01,10.67,8.66,107.8,97.41,61607.94,84.79
2024-09-02,11.23,9.46,105.77,95.77,61035.07,83.84
2024-09-03,10.58,10.06,104.91,95.0,61326.12,83.82
2024-09-04,10.87,9.43,105.57,94.29,60675.42,84.87
2024-09-05,11.01,9.08,103.39,95.4,60852.67,83.89
2024-09-06,10.8,9.65,105.68,94.1,60426.93,84.47
2024-09-07,10.91,8.89,106.32,93.28,61190.69,84.6
2024-09-08,10.49,9.08,106.7,96.44,61250.93,84.8
2024-09-09,10.57,9.61,105.74,93.68,60571.62,84.49
2024-09-10,11.24,8.61,105.59,97.41,61390.96,84.39
2024-09-11,10.59,9.2,104.25,95.95,60480.97,84.19
2024-09-12,10.53,9.41,104.74,93.65,60387.41,84.64
2024-09-13,10.93,9.53,107.77,93.69,61176.18,84.03
2024-09-14,10.85,10.11,103.66,96.85,61793.75,84.41
2024-09-15,11.04,9.34,106.43,97.25,60650.63,84.27
2024-09-16,11.36,9.63,106.51,94.37,60990.41,85.03
2024-09-17,10.9,10.16,104.49,94.31,61812.21,84.49
2024-09-18,10.52,8.72,106.67,93.84,61848.0,84.56
2024-09-19,11.41,8.97,104.47,94.53,61967.15,84.91
2024-09-20,11.1,9.62,108.32,93.46,61656.33,84.09
2024-09-21,11.16,9.89,105.56,97.11,60980.01,84.88
2024-09-22,11.09,9.06,107.69,94.16,60827.22,84.9
2024-09-23,10.67,9.84,107.85,93.4,60760.62,84.05
2024-09-24,10.98,9.69,105.64,95.54,60463.45,84.39
2024-09-25,11.34,9.41,106.22,95.88,60835.71,83.97
2024-09-26,11.29,8.82,105.32,96.73,61039.71,83.84
2024-09-27,11.14,9.04,107.3,93.51,61283.41,84.9
2024-09-28,11.15,9.96,104.86,95.42,61116.64,84.39
2024-09-29,10.85,8.79,107.88,95.31,61634.14,84.79
2024-09-30,10.73,9.31,104.44,94.73,61051.41,84.11
2024-10-01,11.01,9.87,105.49,94.9,61159.66,84.33
2024-10-02,11.36,10.03,105.27,94.82,60844.78,84.74
2024-10-03,11.33,9.97,107.63,95.87,61957.93,84.71
2024-10-04,11.21,10.22,107.64,96.5,61558.68,84.87
2024-10-05,10.72,9.42,108.11,93.21,61780.09,84.16
2024-10-06,10.59,9.61,106.82,93.19,60734.68,84.88
2024-10-07,10.7,9.36,104.55,96.51,60752.93,84.7
2024-10-08,11.07,10.17,108.39,97.5,61763.83,84.44
2024-10-09,11.07,9.76,104.91,93.46,61647.65,83.88
2024-10-10,10.83,10.07,107.28,97.48,61383.32,84.34
2024-10-11,10.98,9.95,107.88,97.59,61753.17,84.7
2024-10-12,10.72,9.46,105.85,97.21,62047.75,84.77
2024-10-13,10.63,9.28,104.37,97.48,61247.62,84.96
2024-10-14,10.63,9.44,106.51,94.89,60668.39,84.59
2024-10-15,11.54,9.21,105.07,97.66,61608.46,84.78
2024-10-16,10.77,8.91,106.5,97.15,61488.84,83.92
2024-10-17,10.63,9.76,104.36,96.19,61385.65,84.78
2024-10-18,10.76,9.99,107.91,95.18,60904.57,83.96
2024-10-19,10.71,9.86,104.1,96.62,61328.67,84.92
2024-10-20,11.29,8.89,107.97,96.32,62130.62,84.24
2024-10-21,10.91,9.33,106.4,95.0,60702.29,84.9
2024-10-22,11.12,9.01,104.32,94.39,61220.54,84.06
2024-10-23,10.84,8.92,106.8,97.51,61663.83,84.94
2024-10-24,11.18,10.02,106.79,96.11,61687.23,84.08
2024-10-25,11.48,9.61,106.41,96.74,61283.34,84.18
2024-10-26,10.72,10.22,107.98,96.47,60820.82,84.5
2024-10-27,10.9,9.99,104.69,97.0,61787.39,84.09
2024-10-28,11.55,9.26,108.18,94.0,61259.65,84.94
2024-10-29,11.37,9.29,106.82,94.16,61592.75,84.32
2024-10-30,10.83,9.81,108.39,97.4,60698.57,84.12
2024-10-31,11.11,9.51,104.07,95.19,60791.15,84.01
2024-11-01,11.55,8.92,106.43,93.38,61933.41,85.05
2024-11-02,11.02,9.31,106.34,94.91,61375.27,84.64
2024-11-03,10.88,9.62,104.39,95.51,60852.68,84.91
2024-11-04,10.98,8.97,106.78,96.03,61031.18,84.82
2024-11-05,10.93,9.61,104.19,95.48,62096.43,84.89
2024-11-06,11.4,10.48,108.15,96.89,61714.56,84.74
2024-11-07,11.58,9.55,106.91,97.07,60756.02,84.92
2024-11-08,11.57,9.87,107.91,97.4,62011.87,84.98
2024-11-09,11.36,10.26,108.42,94.2,60922.31,84.99
2024-11-10,11.65,9.1,105.06,94.15,62109.75,84.39
2024-11-11,11.53,9.64,104.33,94.9,61324.56,84.51
2024-11-12,11.67,8.98,107.84,93.57,60976.58,84.09
2024-11-13,10.99,9.42,108.64,93.73,61273.92,84.36
2024-11-14,11.22,9.33,104.54,96.45,61519.89,84.4
2024-11-15,11.12,10.31,106.82,94.59,60927.72,85.05
2024-11-16,11.0,9.31,105.14,93.68,61505.09,84.17
2024-11-17,10.82,10.24,105.9,95.96,61950.9,84.65
2024-11-18,11.2,10.16,108.17,96.3,61922.16,84.18
2024-11-19,11.09,9.89,107.11,94.8,62089.12,85.02
2024-11-20,10.8,9.88,107.55,96.3,61529.64,84.36
2024-11-21,11.55,9.82,104.51,94.57,62121.78,84.91
2024-11-22,11.2,9.91,107.72,97.27,61128.15,84.26
2024-11-23,11.41,9.95,106.77,94.39,62444.24,84.28
2024-11-24,11.51,9.67,106.78,95.13,61240.3,84.57
2024-11-25,11.59,9.81,104.37,97.56,61131.02,84.59
2024-11-26,11.26,9.93,104.67,95.58,61143.24,85.01
2024-11-27,11.16,9.37,104.56,97.67,60955.38,84.64
2024-11-28,11.7,10.44,107.05,97.13,60899.06,84.17
2024-11-29,11.53,9.6,103.95,97.39,61134.22,84.44
2024-11-30,11.32,9.31,107.27,95.0,61100.72,85.05
2024-12-01,10.9,9.98,108.82,95.43,61771.6,84.6
2024-12-02,11.43,9.51,106.58,94.77,62033.83,84.3
2024-12-03,11.19,10.25,107.59,95.55,62342.26,84.12
2024-12-04,11.25,9.08,107.27,95.87,60923.66,84.24
2024-12-05,11.47,9.6,106.77,94.26,62499.53,84.94
2024-12-06,11.12,10.23,107.67,96.76,61620.99,84.55
2024-12-07,11.58,9.08,108.58,94.73,62371.89,85.1
2024-12-08,11.63,9.31,107.9,96.32,61170.84,84.73
2024-12-09,11.45,10.41,104.86,97.29,60928.1,84.52
2024-12-10,11.6,10.32,104.49,96.33,61668.14,84.96
2024-12-11,11.83,10.15,106.7,93.95,61399.14,84.53
2024-12-12,11.88,9.87,106.12,96.48,61653.73,85.18
2024-12-13,11.65,9.57,104.72,96.79,61435.79,84.81
2024-12-14,11.8,9.51,105.54,96.71,61657.15,84.93
2024-12-15,11.4,10.42,104.16,94.82,61579.6,84.61
2024-12-16,11.62,9.14,105.34,97.53,61589.99,85.13
2024-12-17,11.78,9.8,105.73,95.28,62472.78,85.0
2024-12-18,11.69,9.61,107.84,94.42,62446.68,85.0
2024-12-19,11.85,9.93,104.26,95.83,61982.61,84.89
2024-12-20,11.04,9.68,104.22,95.5,62282.95,84.97
2024-12-21,11.74,10.13,105.52,96.24,62248.61,84.41
2024-12-22,11.18,10.67,106.4,95.19,61877.51,84.76
2024-12-23,11.72,9.66,104.55,94.91,61698.35,84.12
2024-12-24,11.95,9.54,104.67,96.3,61450.99,84.61
2024-12-25,11.1,10.59,106.55,96.19,62234.59,84.89
2024-12-26,11.14,10.3,104.73,93.66,61252.1,84.65
2024-12-27,11.62,10.59,105.43,94.71,62119.58,84.8
2024-12-28,11.74,9.83,106.83,97.33,61231.39,85.04
2024-12-29,11.27,10.54,104.67,93.88,62327.62,84.52
2024-12-30,11.1,10.7,108.42,94.95,62490.93,84.92
2024-12-31,11.95,9.88,104.45,95.81,62453.95,85.01
